--- LK algorithm results for the problem pr1002.tsp ---

Node_ID    X-coo        Y-coo
995         5050.000000   8450.000000
996         5050.000000   11650.000000
997         9800.000000   5750.000000
998         9800.000000   8450.000000
999         9800.000000   11650.000000
1000         14550.000000   5750.000000
1001         14550.000000   8450.000000
1002         14550.000000   11650.000000

Size of tour: 1002
MSTlen: 6531103.949097

Number of unique elements: 1002

---Final Tour---
527 12 88 278 492 729 380 999 571 248 601 110 649 568 539 732 348 734 202 474 106 343 61 942 155 310 904 431 116 283 187 695 203 611 675 114 242 388 99 838 150 75 788 157 822 186 795 890 253 84 504 96 515 772 719 250 948 489 307 65 124 83 954 840 799 733 178 493 247 717 848 82 164 14 876 518 654 644 276 270 766 612 616 512 166 667 168 887 209 529 745 108 189 791 337 368 377 292 916 100 406 955 768 73 234 796 197 39 433 223 558 636 342 23 594 987 317 464 853 651 423 566 42 185 194 403 93 450 479 865 953 757 609 335 631 880 610 528 31 432 216 574 879 996 785 657 676 793 624 251 579 266 136 731 557 91 172 22 338 841 778 333 302 900 271 29 222 296 195 773 436 480 975 68 200 605 849 444 38 551 188 417 935 491 645 440 861 48 158 967 852 344 212 376 894 903 326 846 453 239 815 546 122 399 817 128 562 628 530 117 923 37 411 225 806 688 825 410 945 860 458 567 744 331 835 831 606 802 494 210 359 591 308 4 425 978 397 1002 420 513 854 620 921 889 505 77 739 875 730 162 753 808 306 354 532 140 81 459 700 928 708 500 240 165 961 598 680 917 703 898 130 839 706 297 215 320 697 217 113 892 25 134 323 608 618 262 246 126 648 522 683 74 868 274 85 952 231 35 6 481 684 827 803 554 514 947 555 133 419 233 478 92 756 600 902 288 590 944 531 349 844 438 510 678 949 912 901 462 922 653 373 940 412 863 300 623 895 414 804 199 742 582 396 445 614 275 988 577 111 687 254 393 340 416 205 170 408 850 90 470 351 371 927 584 118 516 659 455 534 560 41 465 252 86 715 709 112 686 370 95 874 794 907 639 63 1000 311 257 833 787 770 19 964 159 51 533 405 986 556 583 992 384 328 76 304 563 578 821 867 181 218 148 365 232 336 426 740 127 658 973 144 171 241 16 517 303 589 284 613 156 814 350 198 913 509 196 279 586 446 748 363 811 905 468 152 993 409 467 357 179 737 797 375 926 711 866 828 507 576 483 936 263 26 897 142 543 243 643 147 339 569 970 204 549 638 58 792 109 469 856 909 911 751 720 207 859 545 918 800 273 389 281 735 622 767 984 746 43 429 508 161 228 919 511 665 979 329 105 925 677 597 977 738 475 175 213 858 141 482 674 786 958 931 627 537 176 934 824 668 698 881 8 421 407 550 358 941 322 816 21 59 78 485 18 646 362 997 295 103 754 353 151 813 174 523 595 367 422 575 291 956 641 452 693 381 318 870 135 219 501 542 30 843 547 847 503 877 642 957 268 287 723 461 57 289 391 662 682 939 837 107 413 779 316 28 891 615 573 990 139 11 893 938 226 603 553 460 899 690 572 182 864 267 705 596 699 330 775 400 885 965 451 829 249 47 707 962 966 383 727 490 915 592 355 673 79 256 718 471 780 121 443 325 486 982 906 24 712 442 692 361 882 807 851 857 64 386 119 989 487 691 255 97 632 125 521 726 46 290 752 647 769 552 80 1 789 395 163 862 120 750 950 685 564 145 630 180 153 713 565 98 102 36 123 702 392 427 764 294 315 473 661 280 245 341 855 272 52 924 10 356 985 17 484 524 995 282 137 264 506 346 301 672 540 998 50 774 660 763 55 398 184 637 449 570 798 497 466 777 463 269 951 244 428 625 104 394 896 498 830 629 495 910 56 968 385 456 971 599 679 761 434 435 312 360 89 191 621 836 138 67 759 724 415 439 704 313 214 345 983 781 716 805 666 366 149 943 820 32 736 143 536 293 845 930 884 871 878 960 671 650 593 401 655 327 472 441 131 818 72 115 743 33 771 776 832 826 937 66 617 5 908 981 580 640 40 765 87 783 27 305 634 3 285 914 390 710 260 976 525 424 238 664 760 801 755 809 71 974 933 588 782 235 374 747 883 810 457 192 790 70 519 265 154 347 972 321 60 823 62 94 526 261 581 701 160 404 722 544 959 932 448 602 9 13 379 224 227 387 496 980 364 652 784 53 488 437 69 714 561 378 604 298 167 502 193 372 725 34 309 299 670 54 314 44 259 173 626 607 991 15 812 663 872 946 430 548 20 535 873 762 585 190 201 819 869 229 929 477 7 101 476 129 656 183 559 258 721 635 689 2 277 454 520 220 334 206 696 237 169 447 538 236 382 888 619 633 402 669 146 834 741 842 969 418 221 963 994 286 758 45 694 49 319 230 886 681 1001 132 587 208 920 352 728 749 177 369 324 541 332 499 211 527

Final Tour Length: 6531103.949097

---Execution Time---
0.097516 seconds
